20190204, ['DB', 'GOOG', 'GOOGL'], 5264.999999999995, 4.264999999999995
20190205, ['EQT', 'FB', 'ITUB'], 5881.900049999989, 0.11716999999999886
20190206, ['WFC', 'HUM', 'SU'], 8438.05617372897, 0.4345799999999976
20190207, ['FCAU', 'DELL', 'SNN'], 8852.533492982539, 0.049120000000000094
20190208, ['X', 'MA', 'BAM'], 12662.575383027288, 0.4303899999999995
20190211, ['BHGE', 'HSBC', 'PSX'], 14565.633837342464, 0.15029000000000037
20190212, ['DAL', 'JNJ', 'PBR'], 16390.853413499863, 0.1253100000000011
20190213, ['F', 'AMOV', 'AMX'], 13243.809558107889, -0.19199999999999998
20190214, ['JPM', 'MSFT', 'VZ'], 13497.42851114567, 0.0191500000000012
20190215, ['NVDA', 'DB', 'ENB'], 5838.582651066293, -0.5674299999999992
20190217, [], 5838.582651066293, 0.0
20190219, ['AMZN', 'C', 'AU'], 22422.667970634477, 2.8404299999999925
20190220, ['AU', 'MSFT', 'LMT'], 25438.29258600501, 0.13448999999999564
20190221, ['DBX', 'MRK', 'AMZN'], 25732.3592482996, 0.01156000000001463
20190222, ['BABA', 'GOLD', 'GM'], 36175.83724922192, 0.4058499999999973
20190225, ['INTC', 'ONCE', 'GOOG'], 11142.157872760676, -0.6919999999999911
20190226, ['T', 'DISCA', 'DISCK'], 11870.520732903042, 0.06537000000000007
20190227, ['AMZN', 'CPB', 'CMCSA'], 29606.85928596996, 1.4941499999999863
20190228, ['PCG', 'OXY', 'VSM'], 25183.29844005318, -0.14941000000000032
20190301, ['GOOG', 'GOOGL', 'JPM'], 108149.92698379254, 3.29450999999999
20190304, ['TSLA', 'AAPL', 'QCOM'], -36671.47724166428, -1.3390799999999992
