ticker,company,date,movement,headline
CG,The Carlyle Group LP,20190206,-1.2407,Carlyle expects 26 percent jump in 2019 fee earnings 
CG,The Carlyle Group LP,20190206,-1.2407,UPDATE 1-Carlyle expects 26 pct jump in 2019 fee earnings 
CG,The Carlyle Group LP,20190206,-1.2407,EU mergers and takeovers (Feb 6) 
CG,The Carlyle Group LP,20190206,-1.2407,Romanian domestic power prices capped by regulator 
CG,The Carlyle Group LP,20190206,-1.2407,Carlyle quarterly earnings jump 35 pct on higher fees 
CG,The Carlyle Group LP,20190205,0.6155,Abu Dhabi's Mubadala sells 34.9 million shares in U.S. chipmaker AMD 
CG,The Carlyle Group LP,20190205,0.6155,UPDATE 2-Abu Dhabi's Mubadala sells 34.9 mln shares in U.S. chipmaker AMD 
KHC,The Kraft Heinz Company,20190307,-0.94,Breakingviews - Cox: Unilever can’t help but mull a Kraft pounce 
KHC,The Kraft Heinz Company,20190228,0.9779,Kraft Heinz lawsuit targets 3G stock transfer  writedown  SEC probe 
KHC,The Kraft Heinz Company,20190227,-0.7211,Breakingviews - Hadas: The CEO guide to corporate old age 
KHC,The Kraft Heinz Company,20190227,-0.7211,Nivea maker warns of threat from niche consumer brands 
KHC,The Kraft Heinz Company,20190227,-0.7211,UPDATE 3-Nivea maker warns of threat from niche consumer brands 
KHC,The Kraft Heinz Company,20190226,-1.0767,Smucker results lifted by robust coffee sales  pet food push 
KHC,The Kraft Heinz Company,20190225,-0.7507,Warren Buffett says Berkshire overpaid for Kraft Heinz 
KHC,The Kraft Heinz Company,20190225,-0.7507,UPDATE 4-Warren Buffett says Berkshire overpaid for Kraft Heinz 
KHC,The Kraft Heinz Company,20190225,-0.7507,UPDATE 2-Warren Buffett says Berkshire overpaid for Kraft Heinz 
KHC,The Kraft Heinz Company,20190225,-0.7507,Buffett says Berkshire overpaid for Kraft Heinz 
KHC,The Kraft Heinz Company,20190221,-12.3873,Kraft Heinz reports 7 percent fall in quarterly adjusted earnings 
TLRY,Tilray Inc,20190220,4.23,Tilray to buy hemp food maker for about C$419 million  shares rise 
TLRY,Tilray Inc,20190220,4.23,Tilray to buy hemp food maker for about C$419 mln  shares rise 
TMUS,T-Mobile US Inc,20190403,-0.74,Viacom signs content distribution deal with T-Mobile 
TMUS,T-Mobile US Inc,20190403,-0.74,Viacom signs content distribution deal with T-Mobile 
TMUS,T-Mobile US Inc,20190402,0.01,Telecom analyst says approval for Sprint/T-Mobile deal less likely 
TMUS,T-Mobile US Inc,20190402,0.01,Telecom analyst says approval for Sprint/T-Mobile deal less likely 
TMUS,T-Mobile US Inc,20190328,-2.65,Deutsche Telekom still confident T-Mobile-Sprint deal will go through 
TMUS,T-Mobile US Inc,20190328,-2.65,Deutsche Telekom still confident T-Mobile-Sprint deal will go through 
TMUS,T-Mobile US Inc,20190312,0.65,U.S. lawmakers at T-Mobile  Sprint hearing spar over stay at Trump hotel 
TMUS,T-Mobile US Inc,20190312,0.65,UPDATE 2-U.S. lawmakers at T-Mobile  Sprint hearing spar over stay at Trump hotel 
TMUS,T-Mobile US Inc,20190312,0.65,T-Mobile  Sprint chiefs to defend deal on Capitol Hill  again 
TMUS,T-Mobile US Inc,20190307,0.31,UPDATE 3-U.S. telecoms regulator stops clock on Sprint  T-Mobile merger review 
TMUS,T-Mobile US Inc,20190307,0.31,U.S. telecoms regulator stops 'shot clock' on Sprint  T-Mobile merger review 
TMUS,T-Mobile US Inc,20190307,0.31,SoftBank extends tech reach with $5 billion LatAm fund 
TMUS,T-Mobile US Inc,20190307,0.31,UPDATE 3-SoftBank extends tech reach with $5 bln LatAm fund 
TMUS,T-Mobile US Inc,20190307,0.31,A1  T-Mobile  Hutchison Drei secure first Austrian 5G licences 
TMUS,T-Mobile US Inc,20190307,0.31,German stocks - Factors to watch on March 7 
TMUS,T-Mobile US Inc,20190306,-0.79,House to hold hearing on Sprint  T-mobile proposed merger 
TMUS,T-Mobile US Inc,20190306,-0.79,U.S. House to hold hearing on Sprint  T-mobile proposed merger 
TMUS,T-Mobile US Inc,20190305,-0.34,T-Mobile spent $195 000 at Trump Hotel in D.C. since merger announcement 
TMUS,T-Mobile US Inc,20190305,-0.34,T-Mobile spent $195 000 at Trump Hotel in D.C. since merger announcement 
TMUS,T-Mobile US Inc,20190214,1.55,T-Mobile  Sprint executives face skeptical House panel 
TMUS,T-Mobile US Inc,20190213,-0.51,Deals of the day-Mergers and acquisitions 
TMUS,T-Mobile US Inc,20190213,-0.51,UPDATE 4-T-Mobile  Sprint executives face skeptical House panel 
TMUS,T-Mobile US Inc,20190213,-0.51,T-Mobile CEO to defend Sprint deal in Congress 
TMUS,T-Mobile US Inc,20190207,-0.36,T-Mobile results beat on higher subscriber additions 
TMUS,T-Mobile US Inc,20190207,-0.36,UPDATE 4-T-Mobile beats quarterly estimates on new-customer growth 
TMUS,T-Mobile US Inc,20190207,-0.36,UPDATE 3-T-Mobile results beat on higher subscriber additions 
TMUS,T-Mobile US Inc,20190207,-0.36,T-Mobile beats revenue estimates on higher subscriber additions 
TMUS,T-Mobile US Inc,20190204,0.29,T-Mobile pledges three-year price clampdown if merger is approved 
TMUS,T-Mobile US Inc,20190204,0.29,T-Mobile pledges three-year price clampdown if merger is approved 
UAL,United Continental Holdings Inc,20190327,1.45,United 'optimistic' on Boeing 737 MAX software update  wants oversight 
UAL,United Continental Holdings Inc,20190327,1.45,United 'optimistic' on Boeing 737 MAX software update  wants oversight 
UAL,United Continental Holdings Inc,20190327,1.45,Southwest trims first-quarter outlook after 737 MAX groundings 
UAL,United Continental Holdings Inc,20190327,1.45,UPDATE 5-Southwest trims first-quarter outlook after 737 MAX groundings 
UAL,United Continental Holdings Inc,20190314,0.56,Boeing faces crisis with worldwide grounding of 737 MAX jetliners 
UAL,United Continental Holdings Inc,20190314,0.56,Factbox: U.S. airlines focus on affected customers after 737 MAX jets grounded 
UAL,United Continental Holdings Inc,20190314,0.56,WRAPUP 15-Boeing faces crisis with worldwide grounding of 737 MAX jetliners 
UAL,United Continental Holdings Inc,20190312,-2.17,U.S. senator asks American  Southwest  United to ground Boeing MAX jets 
UAL,United Continental Holdings Inc,20190312,-2.17,US senator asks American  Southwest  United to ground Boeing MAX jets 
UAL,United Continental Holdings Inc,20190311,0.73,FAA  United to inspect Boeing plane after engine incident 
UAL,United Continental Holdings Inc,20190311,0.73,FAA  United to inspect Boeing plane after engine incident 
UAL,United Continental Holdings Inc,20190304,-2.46,UPDATE 1-Regional carrier CommutAir's plane veers off runway; 4 injured 
UAL,United Continental Holdings Inc,20190221,0.57,United bids for six new slots at Tokyo's Haneda airport 
UAL,United Continental Holdings Inc,20190206,0.19,United to add premium seats on regional and mainline jets 
UAL,United Continental Holdings Inc,20190206,0.19,United to add premium seats on regional and mainline jets 
VRTX,Vertex Pharmaceuticals Incorporated,20190306,-6.82,Vertex cystic fibrosis triple combo therapy succeeds in important trials 
VRTX,Vertex Pharmaceuticals Incorporated,20190306,-6.82,UPDATE 2-Vertex cystic fibrosis triple combo therapy succeeds in important trials 
VIA,Viacom Inc,20190213,0.3777,Apple aims for April launch of TV service with CBS  Viacom and Starz 
VIAB,Viacom Inc,20190213,0.01,Apple aims for April launch of TV service with CBS  Viacom and Starz 
VOD,Vodafone Group Plc,20190402,0.33,EU has no major concerns in Germany over Vodafone-Liberty deal: sources 
VOD,Vodafone Group Plc,20190402,0.33,Vodafone expects mid-year EU approval on Liberty Global deal 
VOD,Vodafone Group Plc,20190402,0.33,UPDATE 2-EU has no major concerns in Germany over Vodafone-Liberty deal - sources 
VOD,Vodafone Group Plc,20190402,0.33,EU finds few major hurdles in Germany from Vodafone-Liberty deal - sources 
VOD,Vodafone Group Plc,20190402,0.33,Vodafone expects mid-year EU approval on Liberty Global deal 
VOD,Vodafone Group Plc,20190320,0.02,Vodafone to receive EU warning over $22 billion Liberty deal: sources 
VOD,Vodafone Group Plc,20190320,0.02,UPDATE 1-Vodafone to receive EU warning over $22 bln Liberty deal -sources 
VOD,Vodafone Group Plc,20190320,0.02,EU regulators to warn Vodafone  Liberty Global about $22 bln deal - sources 
VOD,Vodafone Group Plc,20190311,0.19,Vodafone plans 1 130 job cuts in Italy 
VOD,Vodafone Group Plc,20190311,0.19,Vodafone plans 1 130 jobs cuts in Italy 
VOD,Vodafone Group Plc,20190307,0.16,Vodafone says complete UK ban on Huawei would cost it millions of pounds 
VOD,Vodafone Group Plc,20190307,0.16,Vodafone says complete UK ban on Huawei would cost it millions of pounds 
VOD,Vodafone Group Plc,20190305,0.26,Vodafone  exporters lead FTSE 100 higher; profit-taking hurts Intertek 
VOD,Vodafone Group Plc,20190221,0.24,UPDATE 2-Telecom Italia to grow core profits from 2020  to explore all options on network 
VOD,Vodafone Group Plc,20190221,0.24,UPDATE 1-Telecom Italia  Vodafone agree network deal to speed up 5G deployment 
VOD,Vodafone Group Plc,20190221,0.24,Telecom Italia  Vodafone to enter new network sharing partnership 
VOD,Vodafone Group Plc,20190220,-0.24,Vodafone connects 5G smartphones to its network for first time 
VOD,Vodafone Group Plc,20190220,-0.24,Vodafone connects 5G smartphones to its network for first time 
WBA,Walgreens Boots Alliance Inc,20190402,-0.3,US STOCKS SNAPSHOT-Wall St treads water after rally  Walgreens slumps 
WBA,Walgreens Boots Alliance Inc,20190402,-0.3,Walgreens cuts 2019 profit forecast  hit by lower drug prices 
WBA,Walgreens Boots Alliance Inc,20190402,-0.3,UPDATE 4-Walgreens cuts 2019 profit forecast  hit by lower drug prices 
WBA,Walgreens Boots Alliance Inc,20190402,-0.3,US STOCKS-Wall St pauses after recent surge  Walgreens slides on profit warning 
WBA,Walgreens Boots Alliance Inc,20190402,-0.3,US STOCKS-Wall Street takes a breather  Walgreens slumps on profit warning 
WBA,Walgreens Boots Alliance Inc,20190402,-0.3,US STOCKS-Wall Street takes a breather  Walgreens slumps on profit warning 
WBA,Walgreens Boots Alliance Inc,20190402,-0.3,Walgreens cuts 2019 profit growth forecast 
WBA,Walgreens Boots Alliance Inc,20190207,-0.3479,FDA pulls up Walgreens for violating tobacco sale laws by selling to minors 
WBA,Walgreens Boots Alliance Inc,20190207,-0.3479,UPDATE 1-U.S. FDA pulls up Walgreens for violating tobacco sale laws by selling to minors 
WBA,Walgreens Boots Alliance Inc,20190207,-0.3479,U.S. FDA pulls up Walgreens for violating tobacco sale laws by selling to minors 
WDAY,Workday Inc,20190228,2.34,Workday beats revenue and profit estimates on higher subscription revenue 
WDAY,Workday Inc,20190228,2.34,UPDATE 1-Workday beats revenue and profit estimates on higher subscription revenue 
WDAY,Workday Inc,20190228,2.34,REFILE-Workday quarterly revenue rises 35 pct 
WYNN,Wynn Resorts Limited,20190402,6.26,Massachusetts says Wynn Resorts executives concealed sexual misconduct accusations involving Steve Wynn 
WYNN,Wynn Resorts Limited,20190402,6.26,UPDATE 3-Massachusetts says Wynn Resorts execs concealed sex accusations involving Steve Wynn 
WYNN,Wynn Resorts Limited,20190402,6.26,Massachusetts: Wynn Resorts execs concealed sex claims involving Wynn 
WYNN,Wynn Resorts Limited,20190227,-2.59,Nevada regulators fine Wynn Resorts $20 million in settlement 
WYNN,Wynn Resorts Limited,20190227,-2.59,Nevada regulators fine Wynn Resorts $20 mln in settlement 
YNDX,Yandex NV,20190319,0.02,Yandex teams up with Hyundai Mobis for driverless cars 
YNDX,Yandex NV,20190319,0.02,UPDATE 1-Yandex teams up with Hyundai Mobis for driverless cars 
YNDX,Yandex NV,20190319,0.02,Yandex teams up with Hyundai Mobis to develop driverless cars 
YNDX,Yandex NV,20190221,-0.45,Russia's Sberbank is in talks to buy media holding Rambler - sources 
MMM,3M Company,20190325,1.54,MDL Watch: Consolidation sought in 3M army earplug  cement siding cases 
MMM,3M Company,20190318,0.66,3M to restructure business into four units 
MMM,3M Company,20190318,0.66,UPDATE 1-3M to restructure business into four units 
MMM,3M Company,20190318,0.66,3M to restructure to four business units from five 
ABB,ABB Ltd,20190402,0.4,BRIEF-ABB  Rolls-Royce Announce Global Microgrids Cooperation 
ABB,ABB Ltd,20190402,0.4,BRIEF-ABB Wins Order To Supply Infrastructure For Germany's First Electric Bus Depot 
ABB,ABB Ltd,20190401,0.19,ABB hit again by financial control lapses 
ABB,ABB Ltd,20190401,0.19,UPDATE 2-ABB hit again by financial control lapses 
ABB,ABB Ltd,20190401,0.19,BRIEF-Ericsson And ABB Join Forces To Accelerate Wireless Automation For Flexible Factories 
ABB,ABB Ltd,20190328,0.16,BRIEF-ABB CEO Receives 2018 Cash Compensation Of 8.54 Mln Sfr -Annual Report 
ABB,ABB Ltd,20190326,0.16,BRIEF-ABB Wins Contract TO Power Chinese-Built Cruise Vessel 
ABB,ABB Ltd,20190320,-0.19,BRIEF-ABB Provides Power Structure For Turkey’S Most Advanced Data Center 
ABB,ABB Ltd,20190228,-0.13,ABB shifts toward industrial focus after power grids sale 
ABB,ABB Ltd,20190228,-0.13,UPDATE 2-ABB shifts toward industrial focus after power grids sale 
ABB,ABB Ltd,20190228,-0.13,ABB rules out large acquisitions for near future 
ABB,ABB Ltd,20190228,-0.13,ABB rules out large acquisitions for near future 
ABB,ABB Ltd,20190228,-0.13,BRIEF-ABB CEO does not rule acquistions with Power Grids cash 
ABB,ABB Ltd,20190228,-0.13,BRIEF-ABB CEO Says  Taking Market Share In Robotics From Competitors In China 
ABB,ABB Ltd,20190228,-0.13,ABB Q4 reports better than expected Q4 earnings as robotics shines 
ABB,ABB Ltd,20190219,0.41,BRIEF-ABB Wins $42 Million Order For Train Technologies From Indian Railways 
ABT,Abbott Laboratories,20190219,-0.3286,U.S. joins case against Abbott's Alere over diabetic tests 
ABT,Abbott Laboratories,20190204,0.508,Abbott's Alere to resolve securities fraud case for $20 million 
ABBV,AbbVie Inc,20190320,-0.829,AbbVie hit with antitrust lawsuit over Humira 'patent thicket' 
ABBV,AbbVie Inc,20190319,0.3849,FDA puts partial hold on clinical trials of AbbVie's cancer drug 
ABBV,AbbVie Inc,20190319,0.3849,UPDATE 1-FDA puts partial hold on clinical trials of AbbVie's cancer drug 
ABBV,AbbVie Inc,20190319,0.3849,FDA puts partial hold on clinical trials of AbbVie's cancer drug 
ABBV,AbbVie Inc,20190319,0.3849,BRIEF-AbbVie Says FDA Placed A Partial Clinical Hold On All Clinical Trials Evaluating Venetoclax For Investigational Treatment Of Multiple Myeloma 
ACN,Accenture plc,20190328,4.344,Accenture beats estimates  hikes forecast as digital investments pay off 
ACN,Accenture plc,20190328,4.344,UPDATE 2-Accenture beats estimates  hikes forecast as digital investments pay off 
ACN,Accenture plc,20190328,4.344,Accenture quarterly revenue beats as digital investments pay off 
ADT,ADT Inc,20190311,-0.5968,Home security firm ADT's outlook disappoints  shares fall 10 percent 
ADT,ADT Inc,20190311,-0.5968,UPDATE 2-Home security firm ADT's outlook disappoints  shares fall 10 pct 
ADT,ADT Inc,20190311,-0.5968,Home security firm ADT's revenue rises 7 pct 
AL,Air Lease Corporation,20190307,-1.3449,Air Lease says Boeing signaling 'full speed ahead' for midsized jet 
AL,Air Lease Corporation,20190307,-1.3449,Air Lease says Boeing signaling 'full speed ahead' for midsized jet 
ALK,Alaska Air Group Inc,20190401,1.89,UPDATE 3-U.S. airlines back up after second system glitch in a week 
ALK,Alaska Air Group Inc,20190314,-0.58,Alaska Air says too early to talk about future 737 MAX deliveries 
ALK,Alaska Air Group Inc,20190314,-0.58,Alaska Air says too early to talk about future 737 MAX deliveries 
ALB,Albemarle Corporation,20190220,5.2475,Albemarle bullish on lithium outlook after fourth-quarter profit 
ALB,Albemarle Corporation,20190220,5.2475,UPDATE 1-Albemarle bullish on lithium outlook after 4th quarter profit 
ALB,Albemarle Corporation,20190220,5.2475,Albemarle swings to quarterly profit on rising lithium sales 
BABA,Alibaba Group Holding Limited,20190403,-2.47,UPDATE 3-Trump orders crackdown on counterfeit sales online 
BABA,Alibaba Group Holding Limited,20190403,-2.47,Trump signs order aimed at stopping sale of counterfeit products through Alibaba  Amazon  Ebay  others 
BABA,Alibaba Group Holding Limited,20190321,0.82,UPDATE 1-Tesla sues former employees for allegedly stealing data  Autopilot source code 
BABA,Alibaba Group Holding Limited,20190321,0.82,Tesla sues former employees for allegedly stealing data  Autopilot source code 
BABA,Alibaba Group Holding Limited,20190320,-1.99,Foxconn Ventures sells $398.4 million in Alibaba stock: sources 
BABA,Alibaba Group Holding Limited,20190320,-1.99,Foxconn Ventures sells $398.4 million in Alibaba stock -sources 
BABA,Alibaba Group Holding Limited,20190312,-1.31,Cryptocurrency firm agrees to stop using Alibaba name 
BABA,Alibaba Group Holding Limited,20190312,-1.31,Breakingviews - Meituan Dianping drives itself to distraction 
BABA,Alibaba Group Holding Limited,20190311,4.21,Cryptocurrency firm agrees to stop using Alibaba name 
BABA,Alibaba Group Holding Limited,20190311,4.21,Alibaba invests $693 million for stake in Chinese courier STO Express 
BABA,Alibaba Group Holding Limited,20190311,4.21,Alibaba invests $693 mln for stake in Chinese courier STO Express 
BABA,Alibaba Group Holding Limited,20190311,4.21,CORRECTED-BRIEF-Alibaba In Deal With STO Express' Controlling Shareholder 
BABA,Alibaba Group Holding Limited,20190306,-3.47,Chinese online retailers slash iPhone prices for second time this year 
BABA,Alibaba Group Holding Limited,20190304,0.94,Office Depot and Alibaba team up to tap small and medium businesses 
BABA,Alibaba Group Holding Limited,20190228,2.08,China's JD.com teams up with Farfetch to attract luxury shoppers 
BABA,Alibaba Group Holding Limited,20190221,1.8,Stuart Gulliver and Joe Tsai to join HKEX advisory council 
BABA,Alibaba Group Holding Limited,20190219,4.02,Alibaba boosts stake in investment bank CICC for $231 million 
BABA,Alibaba Group Holding Limited,20190219,4.02,RPT-Mexico pushes mobile payments to help unbanked consumers ditch cash 
BABA,Alibaba Group Holding Limited,20190219,4.02,Alibaba boosts stake in investment bank CICC for $231 million 
BABA,Alibaba Group Holding Limited,20190219,4.02,REFILE-BRIEF-Alibaba's Long Position In China International Capital Increases To 11.74 Pct - HKEx Filing 
BABA,Alibaba Group Holding Limited,20190219,4.02,Mexico pushes mobile payments to help unbanked consumers ditch cash 
BABA,Alibaba Group Holding Limited,20190214,0.97,Alibaba takes 8 percent stake in Chinese video platform Bilibili - Xinhua 
BABA,Alibaba Group Holding Limited,20190214,0.97,Alibaba takes 8 pct stake in Chinese video platform Bilibili - Xinhua 
BABA,Alibaba Group Holding Limited,20190207,-5.33,UPDATE 2-SoftBank Group adds $14 bln to market value as shares soar on buyback  Q3 profit 
AGN,Allergan plc,20190404,3.5,Health Canada plans to suspend Allergan's breast implant license 
AGN,Allergan plc,20190404,3.5,UPDATE 2-Health Canada plans to suspend Allergan's breast implant license 
AGN,Allergan plc,20190404,3.5,Health Canada plans to suspend Allergan's breast implant license 
AGN,Allergan plc,20190402,-1.3,BRIEF-Allergan And Molecular Partners Announce Topline Safety Results From Maple Study Of Abicipar Pegol 
AGN,Allergan plc,20190325,-1.7,Hedge fund Appaloosa unimpressed by Allergan board promises 
AGN,Allergan plc,20190325,-1.7,UPDATE 1-Hedge fund Appaloosa unimpressed by Allergan board promises 
AGN,Allergan plc,20190325,-1.7,Allergan defeats RICO lawsuit over Warner Chilcott drug marketing 
AGN,Allergan plc,20190325,-1.7,Hedge fund Appaloosa unimpressed by Allergan board promises 
AGN,Allergan plc,20190307,6.11,Appaloosa steps up pressure on Allergan after failed drug trials 
AGN,Allergan plc,20190307,6.11,UPDATE 1-Appaloosa steps up pressure on Allergan after failed drug trials 
AGN,Allergan plc,20190307,6.11,Appaloosa steps up pressure on Allergan after failed depression drug trials 
AGN,Allergan plc,20190306,-4.62,Allergan depression treatment fails studies  shares slip 
AGN,Allergan plc,20190306,-4.62,UPDATE 2-Allergan depression treatment fails studies  shares slip 
AGN,Allergan plc,20190306,-4.62,Allergan's add-on treatment for depression fails late-stage studies 
AGN,Allergan plc,20190228,2.37,Allergan shareholder Chevedden backs Appaloosa's proposal to split CEO-chairman role 
AGN,Allergan plc,20190228,2.37,UPDATE 1-Allergan shareholder Chevedden backs Appaloosa's proposal to split CEO-chairman role 
AGN,Allergan plc,20190228,2.37,Allergan shareholder Chevedden backs Appaloosa's proposal to split CEO-chairman role 
AGN,Allergan plc,20190219,-0.7,Allergan should explore selling itself: Appaloosa's Tepper 
AGN,Allergan plc,20190219,-0.7,UPDATE 3-Allergan should explore selling itself - Appaloosa's Tepper 
AGN,Allergan plc,20190219,-0.7,Appaloosa's Tepper says Allergan should consider selling itself 
AGN,Allergan plc,20190205,-3.0836,Appaloosa steps up pressure on Allergan to split chairman  CEO roles 
AGN,Allergan plc,20190205,-3.0836,UPDATE 3-Appaloosa steps up pressure on Allergan to split chairman  CEO roles 
AGN,Allergan plc,20190205,-3.0836,Hedge fund Appaloosa urges Allergan to separate roles of chairman  CEO again 
AGN,Allergan plc,20190204,-2.8648,FDA approves cheaper Botox rival to treat frown lines 
AGN,Allergan plc,20190204,-2.8648,CORRECTED-UPDATE 1-FDA approves cheaper Botox rival to treat frown lines (Feb.1) 
ADS,Alliance Data Systems Corporation,20190401,0.87,French ad firm Publicis in talks to buy Alliance Data's Epsilon 
ADS,Alliance Data Systems Corporation,20190401,0.87,French ad firm Publicis in talks to buy Alliance Data's Epsilon 
ALL,Allstate Corporation (The),20190403,0.18,Allstate close to selling annuity book to FGL Holdings: sources 
ALL,Allstate Corporation (The),20190403,0.18,Allstate close to selling annuity book to FGL Holdings - sources 
ATUS,Altice USA Inc,20190307,0.3,Altice USA is considering sale of Lightpath fiber unit: sources 
ATUS,Altice USA Inc,20190307,0.3,Altice USA is considering sale of Lightpath fiber unit -sources 
MO,Altria Group,20190212,0.7887,Altria now taps U.S. bond market after Europe to fund Juul deal 
MO,Altria Group,20190212,0.7887,Altria now taps U.S. bond market after Europe to fund Juul deal 
MO,Altria Group,20190211,0.0493,Altria to tap European bond market to help fund Juul stake buy 
MO,Altria Group,20190211,0.0493,Altria to tap European bond market to help fund Juul stake buy 
ACH,Aluminum Corporation of China Limited,20190328,-0.16,Chalco posts quarterly loss on low aluminium prices  2018 profit slumps 
ACH,Aluminum Corporation of China Limited,20190221,0.05,MOVES-China's Chalco promotes president to top job after chairman resigns 
ACH,Aluminum Corporation of China Limited,20190220,0.11,China's Chalco to sell 190 000 T of aluminium capacity to Yunnan affiliate 
ABEV,Ambev SA,20190402,0.0,REFILE-EMERGING MARKETS-Latam currencies slip against strong dollar 
ABEV,Ambev SA,20190228,-0.21,Brazil's Ambev sees EBITDA in Brazil growing at a faster pace in 2019 - CFO 
ABEV,Ambev SA,20190228,-0.21,Brazil's Ambev reports lower recurring net profit on higher costs 
AMOV,America Movil SAB de CV,20190319,0.076,Shares in Mexico's America Movil jump after Brazil purchase 
AMOV,America Movil SAB de CV,20190318,0.08,Mexico's America Movil to buy Nextel's Brazil operation: filing 
AMOV,America Movil SAB de CV,20190318,0.08,Mexico's America Movil to buy Nextel's Brazil operation -filing 
AMOV,America Movil SAB de CV,20190305,-0.0473,UPDATE 5-S&P cuts Pemex credit rating as outlook sinks for other Mexican firms  banks 
AMOV,America Movil SAB de CV,20190213,-0.85,Shares of Slim's America Movil hammered after disappointing year 
AMOV,America Movil SAB de CV,20190213,-0.85,UPDATE 2-Shares of Slim's America Movil hammered after disappointing year 
AMOV,America Movil SAB de CV,20190213,-0.85,Slim's America Movil eyes technology and fiber capex this year 
AMOV,America Movil SAB de CV,20190213,-0.85,America Movil sees net profit rise to $542 million in fourth quarter 
AMOV,America Movil SAB de CV,20190213,-0.85,UPDATE 1-America Movil sees net profit rise to $542 mln in 4th qtr 
AMOV,America Movil SAB de CV,20190212,-0.28,America Movil sees net profit rise to $542 mln in 4th-quarter 
AMX,America Movil SAB de CV,20190319,-0.3,Shares in Mexico's America Movil jump after Brazil purchase 
AMX,America Movil SAB de CV,20190318,0.47,Mexico's America Movil to buy Nextel's Brazil operation: filing 
AMX,America Movil SAB de CV,20190318,0.47,Mexico's America Movil to buy Nextel's Brazil operation -filing 
AMX,America Movil SAB de CV,20190305,-0.29,UPDATE 5-S&P cuts Pemex credit rating as outlook sinks for other Mexican firms  banks 
AMX,America Movil SAB de CV,20190213,-1.05,Shares of Slim's America Movil hammered after disappointing year 
AMX,America Movil SAB de CV,20190213,-1.05,UPDATE 2-Shares of Slim's America Movil hammered after disappointing year 
AMX,America Movil SAB de CV,20190213,-1.05,Slim's America Movil eyes technology and fiber capex this year 
AMX,America Movil SAB de CV,20190213,-1.05,America Movil sees net profit rise to $542 million in fourth quarter 
AMX,America Movil SAB de CV,20190213,-1.05,UPDATE 1-America Movil sees net profit rise to $542 mln in 4th qtr 
AMX,America Movil SAB de CV,20190212,-0.26,America Movil sees net profit rise to $542 mln in 4th-quarter 
AEO,American Eagle Outfitters Inc,20190306,-0.1987,American Eagle forecasts profit below estimates; shares slide 
AEO,American Eagle Outfitters Inc,20190306,-0.1987,UPDATE 2-American Eagle forecasts profit below estimates; shares slide 
AEO,American Eagle Outfitters Inc,20190306,-0.1987,American Eagle forecasts first-quarter profit below estimates 
AEO,American Eagle Outfitters Inc,20190213,-0.4571,UPDATE 3-Jeans maker Levi Strauss files for stock market comeback 
AIG,American International Group Inc,20190403,-0.05,AIG paid CEO Duperreault $20.9 million in 2018: filing 
AIG,American International Group Inc,20190402,-0.02,UPDATE 1-AIG paid CEO Duperreault $20.9 mln in 2018 -filing 
AIG,American International Group Inc,20190326,0.3,Norsk Hydro details loss from cyber attack  says AIG lead insurer 
APC,Anadarko Petroleum Corporation,20190321,-0.53,Anadarko to seek to charter 16 tankers for Mozambique LNG project 
APC,Anadarko Petroleum Corporation,20190205,-2.6715,Anadarko profit misses as costs rise sharply 
APC,Anadarko Petroleum Corporation,20190205,-2.6715,UPDATE 1-Anadarko profit misses as costs rise sharply 
APC,Anadarko Petroleum Corporation,20190205,-2.6715,Anadarko Petroleum's quarterly profit jumps 74 pct 
AU,AngloGold Ashanti Limited,20190305,0.0995,AngloGold Ashanti to sell Northern Colombia exploration project 
AU,AngloGold Ashanti Limited,20190305,0.0995,AngloGold Ashanti to sell Northern Colombia exploration project 
AU,AngloGold Ashanti Limited,20190220,-0.3185,AngloGold's Colombia soil study cannot be halted by mayor: provincial authority 
AU,AngloGold Ashanti Limited,20190219,1.8311,UPDATE 2-S.Africa's AngloGold looks to streamline assets  Argentine mine up for sale 
BUD,Anheuser-Busch Inbev SA,20190228,3.33,Brazil's Ambev reports lower recurring net profit on higher costs 
BUD,Anheuser-Busch Inbev SA,20190228,3.33,AB InBev predicts strong growth after solid end to 2018 
BUD,Anheuser-Busch Inbev SA,20190228,3.33,AB InBev profit beats forecasts  sees strong growth in 2019 
ANTM,Anthem Inc,20190313,4.8772,House panel probes Anthem  UnitedHealth over short-term health plans 
ANTM,Anthem Inc,20190313,4.8772,House panel probes Anthem  UnitedHealth over short-term health plans 
AON,Aon plc,20190306,-3.12,Deals of the day-Mergers and acquisitions 
AON,Aon plc,20190306,-3.12,Insurer Aon abandons Willis Towers takeover plan  shares rise 
AON,Aon plc,20190306,-3.12,UPDATE 3-Insurer Aon abandons Willis Towers takeover plan  shares rise 
AON,Aon plc,20190306,-3.12,Insurer Aon abandons Willis Towers deal 
AON,Aon plc,20190305,-4.8,Insurer Aon in early stages of considering offer for rival Willis Towers Watson 
AON,Aon plc,20190305,-4.8,CORRECTED-UPDATE 3-Insurer Aon in early stages of considering offer for rival Willis Towers Watson 
AON,Aon plc,20190305,-4.8,Insurer Aon in talks to buy rival Willis Towers Watson - Bbg 
APA,Apache Corporation,20190227,0.51,Apache Corp quarterly profit beats estimates on higher Permian output 
APA,Apache Corporation,20190227,0.51,UPDATE 1-Apache Corp quarterly profit beats estimates on higher Permian output 
APA,Apache Corporation,20190227,0.51,Apache Corp posts quarterly loss on asset impairment charges 
