20190204, ['VALE', 'DB', 'GOOG'], 3025.9999999999873, 2.0259999999999874
20190205, ['AAPL', 'XOM', 'AMZN'], 8227.663739999976, 1.7189900000000036
20190206, ['EQNR', 'NVS', 'UAL'], 8885.876839199978, 0.08000000000000042
20190207, ['TMUS', 'SNN', 'TM'], 8833.62788338549, -0.005879999999999075
20190208, ['PFE', 'X', 'JNJ'], 9441.381481762412, 0.06879999999999989
20190211, ['AMGN', 'HMC', 'HSBC'], 8139.226147797732, -0.1379200000000008
20190212, ['PFE', 'JNJ', 'VZ'], 9927.088563422985, 0.21966000000000035
20190213, ['F', 'TM', 'AMOV'], 8735.83793581223, -0.11999999999999976
20190214, ['VZ', 'VALE', 'AZN'], 9444.314392406606, 0.08110000000000053
20190215, ['NVDA', 'DB', 'HSBC'], 4340.13467903046, -0.5404499999999997
20190217, [], 4340.13467903046, 0.0
20190219, ['PFE', 'K', 'AMZN'], 16320.382038945369, 2.760339999999993
20190220, ['BMY', 'MSFT', 'AU'], 14869.500075683138, -0.08889999999999923
20190221, ['NEM', 'MRK', 'DBX'], 15232.018487528288, 0.024379999999999673
20190222, ['KHC', 'APC', 'MSFT'], 14159.836706191165, -0.07039000000000045
20190225, ['GOLD', 'AMGN', 'INTC'], 15193.504785743125, 0.07300000000000041
20190226, ['T', 'TSLA', 'FMX'], 23912.60137713753, 0.5738699999999998
20190227, ['VALE', 'AMZN', 'CPB'], 59879.30598247597, 1.5040899999999855
20190228, ['JWN', 'AGN', 'OXY'], 64840.30648312405, 0.0828499999999991
20190301, ['TM', 'GOOG', 'GOOGL'], 282379.5347340046, 3.3549999999999898
20190304, ['NEM', 'BIIB', 'AAPL'], 69228.16673538752, -0.7548400000000037
20190305, ['EQNR', 'GOLD', 'AMZN'], -1938.3886685907346, -1.0279999999999982
